Odom_X,Odom_Y,Map_X,Map_Y,Odom_YAW,Map_YAW
-2.21680529836e-12,2.43795006405e-09,0.00150460011595,0.003093332149040.000193595885626,-0.00128649722982
0.00116429151967,-2.0186736549e-07,0.00266889006016,0.00309140458471-0.000866651584103,-0.00234674469955
0.0113137317821,-5.29269709659e-05,0.0128182411675,0.00302365742769-0.00547015658554,-0.00695024970098
0.0177172422409,-8.73753670021e-05,0.0192216936255,0.0029797312811-0.00600361855633,-0.00748371167178
0.0348766334355,-0.00029106735019,0.037942492904,0.048065274369-0.0151617525577,-0.0166348085904
0.0489477813244,-0.000503023155034,0.0520133133038,0.0478325912124-0.0147995946069,-0.0162726506395
0.0644112303853,-0.000709419779014,0.067476441554,0.0476034162936-0.0121512418075,-0.0136242978401
0.0785078257322,-0.000911778886802,0.0815727235207,0.0473802923381-0.0153608325135,-0.0168338885461
0.0956153571606,-0.00120361649897,0.0986798064952,0.0470632546993-0.0181230311704,-0.0195960872031
0.10601632297,-0.00139287498314,0.109080482232,0.0468586752205-0.0183273543896,-0.0198004104223
0.116973698139,-0.0016096184263,0.11010888971,0.0394809011835-0.0211341387967,-0.0275075345079
0.128816023469,-0.00187939975876,0.12194925511,0.0391356500158-0.0237812992839,-0.0301546949952
0.145642861724,-0.00227989931591,0.138773199087,0.0386279152201-0.0232731105146,-0.0296465062258
0.16396202147,-0.002739995718,0.157089054414,0.0380510736989-0.0253406768224,-0.0317140725336
0.174234926701,-0.00299828406423,0.166548921097,0.0359249782471-0.0253025305943,-0.0294791154482
0.187291264534,-0.00332021038048,0.179603800505,0.0355485239944-0.0239744185707,-0.0281510034246
0.203282892704,-0.00370920309797,0.195593664541,0.0350927444719-0.0249301181958,-0.0291067030497
0.210013434291,-0.00387711357325,0.202323446134,0.0348967248648-0.025045633401,-0.0292222182549
0.226308107376,-0.00429693330079,0.216659364208,0.0176096554053-0.0259032243692,-0.0254925828565
0.238073900342,-0.00459107523784,0.228425276969,0.0173203450159-0.0241333248215,-0.0237226833089
0.253837764263,-0.00497540226206,0.240824014442,0.0170258108629-0.025530458087,-0.0243871565064
0.264591187239,-0.00525489542633,0.25160297092,0.0167549828774-0.0266141879027,-0.0262230978794
0.276432067156,-0.00558230048046,0.266720804604,0.0137704570657-0.0288984766904,-0.0272241343593
0.29254797101,-0.00605762610212,0.282837481726,0.0133221156378-0.0290794367671,-0.027405094436
0.307626962662,-0.00648905010894,0.297917174593,0.0129159396179-0.0295543683615,-0.0278800260304
0.317670941353,-0.0067849708721,0.307961634677,0.0126368363204-0.0290677556207,-0.0273934132897
0.331205964088,-0.00719353649765,0.320345381605,0.0122844789107-0.0308239453011,-0.0291247794653
0.344942629337,-0.00763354683295,0.352362812712,0.0229222184942-0.0321058046834,-0.0290768837274
0.358603894711,-0.00805428810418,0.369567515792,0.0224477850627-0.0290915964335,-0.0255478099706
0.372190088034,-0.00844566058367,0.383155010742,0.0221045615079-0.0277076956651,-0.0241639092023
0.385599762201,-0.00881135091186,0.396030951546,0.021798797241-0.0266082298283,-0.0231010509566
0.399161189795,-0.00918326992542,0.381440803298,0.0189033910101-0.0277972223128,-0.0208348299179
0.409408092499,-0.00946712307632,0.395054933131,0.0186163065489-0.027153252921,-0.020563747021
0.423071056604,-0.00982989836484,0.405354274148,0.0184081036744-0.0253297089373,-0.0196028019496
0.433344036341,-0.0100842583925,0.422436183882,0.0180990449714-0.023472785869,-0.016738321184
