Odom_X,Odom_Y,Map_X,Map_Y,Odom_YAW,Map_YAW
0.0141596468166,0.00136929098517,-3.45394596033e-05,-2.80303113241e-05,0.09485936008,0.0979314917584
0.0275899041444,0.00264380429871,-8.55418165802e-06,-2.54767520379e-05,0.0936573719676,0.0980062166259
0.0410476066172,0.00389679451473,0.00689751420139,0.000639436764152,0.090977250002,0.0950575184513
0.0545336268842,0.00511819310486,0.0207738474928,0.00195993538435,0.0892201093746,0.0943574051173
0.0647685602307,0.00603749696165,-0.00345088137029,0.0147988497324,0.0901201924538,0.0891871845245
0.0785802081227,0.00731109781191,0.00969449639993,0.0159549206235,0.0932911068421,0.0863973470942
0.0922393500805,0.00858471542597,0.0191251609612,0.0167653299325,0.0914059926049,0.0849742797421
0.102220833302,0.00949642155319,0.0291215744633,0.01761713813,0.0907989743813,0.0854359023863
0.115631848574,0.0107042230666,0.0442404693845,0.0189389956077,0.0891341567421,0.0887837270404
0.125741034746,0.0116088334471,0.0523289748872,0.0103343210707,0.0900925400454,0.0936012778678
0.136075645685,0.0125501109287,0.0622080747484,0.0112489634147,0.0916699731711,0.0912513349339
0.149735406041,0.0138170663267,0.0769796990019,0.0125927856765,0.0927882827871,0.0901343757517
0.163244828582,0.0150605980307,0.0919971306406,0.0139489483606,0.0907382944821,0.0911573733031
0.176401257515,0.0162729788572,0.102063203373,0.0148749601633,0.092160582525,0.0924879785737
0.186583355069,0.0172143001109,0.103261432269,0.0235087895932,0.0923852335365,0.105959217036
0.200191661716,0.0184878371656,0.118177451109,0.0250817589111,0.0942194487328,0.103921703512
0.213749036193,0.0197624061257,0.132881766342,0.0266327396367,0.0929981420167,0.105442637826
0.224484801292,0.0207636971027,0.142892781353,0.0276915882742,0.0931054354991,0.105635321872
0.23489305377,0.0217333380133,0.152946687751,0.0287655396263,0.0936374635254,0.107169741085
0.246888756752,0.0228533297777,0.162071406478,0.0389557660759,0.0914813302797,0.0878432113848
0.258962363005,0.0239558350295,0.17695414048,0.0402646432952,0.0905224085537,0.0871242389442
0.274666666985,0.0253776684403,0.186972067523,0.0411478688466,0.0906768425583,0.0884042255203
0.285430192947,0.0263536274433,0.201959652,0.0424556206547,0.0897994631738,0.0857648060466
0.301133334637,0.0277887005359,0.211952804967,0.043310971047,0.0882161866074,0.0844133716756
0.313891023397,0.0289136692882,0.25060702181,0.0433158115592,0.0891216405267,0.0856916058924
0.327226221561,0.0301167443395,0.265774852435,0.0446266923412,0.0898912523306,0.0880443341799
0.339224010706,0.0312143154442,0.275892119579,0.0454964176128,0.092513916518,0.0828395853411
0.35374045372,0.0325627140701,0.290801659177,0.0467483316446,0.0909543590362,0.0849842637953
0.365865319967,0.0336603671312,0.305743231869,0.0480314584107,0.0903126589665,0.0864023264559
0.381974905729,0.0350970588624,0.298028156869,0.0381923618964,0.0904855723094,0.0821219553251
0.395433068275,0.03634512797,0.318055590724,0.0398082858298,0.0931699221166,0.0788038499633
0.405512481928,0.0372967608273,0.327869170473,0.040579896212,0.0946154592887,0.0771507484135
0.423580229282,0.0389987789094,0.342784902585,0.041759049154,0.0953991432988,0.0814622108495
0.438218563795,0.0404027253389,0.335505003989,0.0115617176671,0.0973848727902,0.0864290625884
0.451469749212,0.0416886620224,0.350457629155,0.0128435214275,0.0962638865185,0.0853109788371
0.464798957109,0.0429562665522,0.365222808867,0.0141226145688,0.0940876064587,0.0871013712679
0.477600634098,0.0441563390195,0.375190862418,0.015004965073,0.0927213494745,0.0885496125518
0.492470473051,0.0455314032733,0.408213464218,0.0482469037611,0.0926589318899,0.0965014445137
0.500989675522,0.0463130958378,0.418160082557,0.0492041933284,0.0896492600715,0.0954743663187
0.512510180473,0.0473487079144,0.43308212024,0.0506223530451,0.0912763495277,0.0934647070229
0.520903348923,0.048118788749,0.443027319033,0.051559724754,0.095755874865,0.0943861644267
0.521558105946,0.0481844842434,0.458049758654,0.0529503068099,0.104205428822,0.0910908362155
0.521860063076,0.0482171438634,0.477259192595,-0.013788669403,0.125736901313,0.0533592645055
0.521935284138,0.0482274070382,0.479341833187,-0.0136735414825,0.1471092618,0.0632319699032
0.521885335445,0.0482192188501,0.479883908429,-0.0136371746704,0.170738566993,0.0779117740294
0.521960020065,0.0482328496873,0.425147073638,0.0630285417398,0.189930965852,0.101145634971
0.521910369396,0.0482229143381,0.425162129593,0.0630297061289,0.211564301541,0.123273220071
0.521959900856,0.0482333004475,0.425179593355,0.0630325504658,0.241855971191,0.147804535821
0.521984398365,0.0482395514846,0.425164866542,0.0630300788989,0.252133533021,0.163404978247
0.522033333778,0.0482524335384,0.425228772831,0.0630416394109,0.275506325038,0.187905435871
0.521984934807,0.048237491399,0.429431535035,0.0603342890868,0.301075210372,0.201965705696
0.52196085453,0.0482295677066,0.429502088237,0.0603492818214,0.315997243403,0.216751095692
0.521912872791,0.0482134371996,0.429502088237,0.0603492818214,0.332641840772,0.239289973095
0.521912932396,0.0482133030891,0.429473137155,0.0603418342519,0.348941201965,0.261076438951
0.521912872791,0.0482134893537,0.429904833836,0.0448040814979,0.378727965773,0.288426951471
0.521842777729,0.0481843315065,0.429884930315,0.0447979968321,0.402862297182,0.31047765002
0.52186614275,0.0481941141188,0.429883594571,0.0447977477854,0.424860471442,0.333220534328
0.521911978722,0.0482155382633,0.429875053051,0.0447945841744,0.439160352033,0.34972212276
0.521980762482,0.0482477769256,0.429844309381,0.0447835818296,0.461067444081,0.365465754033
0.521957933903,0.0482367500663,0.429837402765,0.044780716221,0.478646812116,0.388345445083
0.521801590919,0.0481533482671,0.434434891089,0.0505345364698,0.506546728094,0.403931367981
0.521845638752,0.0481783114374,0.434365399716,0.0505039086061,0.520029597657,0.420303203865
0.52186691761,0.048192050308,0.434320148954,0.0504823979391,0.550267531234,0.440738047819
0.521845579147,0.0481784343719,0.43422836682,0.0504383490495,0.56530568426,0.462239908146
0.521866679192,0.0481924675405,0.434256160205,0.0504523006916,0.583463534149,0.477874508799
0.521908760071,0.0482206940651,0.440725591746,0.0429951723192,0.605895132595,0.502979028018
0.52195006609,0.0482499487698,0.44073044643,0.0429974382315,0.622118762268,0.518480678568
0.521868407726,0.048190113157,0.440747909581,0.0430084352318,0.639529640324,0.541729154463
0.521868288517,0.0481902137399,0.440764241983,0.043018166972,0.659918179201,0.556191190882
