time_agent_get_action,time_env_step,append_memory,time_train_model,time_one_episode_step,time_publish,data_time,getstate_time,time_setreward,time_one_step
0.000205039978027,0.116631031036,3.09944152832e-06,9.53674316406e-07,0.116870880127,8.10623168945e-05,0.115759849548,0.000714063644409,2.40802764893e-05,0.116588115692
0.00010085105896,0.0975999832153,5.00679016113e-06,2.14576721191e-06,0.0977458953857,0.000176906585693,0.0963571071625,0.00095796585083,3.81469726562e-05,0.0975370407104
4.10079956055e-05,0.0482358932495,4.05311584473e-06,9.53674316406e-07,0.0483088493347,0.000839948654175,0.0467460155487,0.000576019287109,2.19345092773e-05,0.0481929779053
0.000105142593384,0.0481119155884,5.00679016113e-06,1.19209289551e-06,0.0482621192932,0.000169992446899,0.0468230247498,0.00101900100708,3.38554382324e-05,0.0480530261993
4.38690185547e-05,0.0491089820862,6.19888305664e-06,9.53674316406e-07,0.0491878986359,0.000144958496094,0.0483949184418,0.000486135482788,2.78949737549e-05,0.0490658283234
0.00019097328186,0.056832075119,5.00679016113e-06,9.53674316406e-07,0.0570650100708,6.29425048828e-05,0.0557601451874,0.000904083251953,2.90870666504e-05,0.05677318573
4.60147857666e-05,0.0465130805969,4.05311584473e-06,9.53674316406e-07,0.0469629764557,0.000175952911377,0.0456149578094,0.000633001327515,2.59876251221e-05,0.0464601516724
3.00407409668e-05,0.0458269119263,4.05311584473e-06,2.14576721191e-06,0.045893907547,4.10079956055e-05,0.0450370311737,0.000663995742798,2.78949737549e-05,0.0457758903503
3.69548797607e-05,0.0469920635223,4.05311584473e-06,2.14576721191e-06,0.0470669269562,7.29560852051e-05,0.0460050106049,0.00082802772522,2.69412994385e-05,0.0469410419464
0.000384092330933,0.0569911003113,3.81469726562e-06,9.53674316406e-07,0.0574131011963,0.000108003616333,0.0560410022736,0.000748872756958,2.90870666504e-05,0.0569360256195
2.71797180176e-05,0.0476489067078,6.19888305664e-06,1.90734863281e-06,0.0477321147919,0.000540971755981,0.0462789535522,0.000713109970093,2.69412994385e-05,0.0475671291351
4.48226928711e-05,0.0477380752563,6.91413879395e-06,1.19209289551e-06,0.0478188991547,0.000216007232666,0.0466752052307,0.000754833221436,2.71797180176e-05,0.0476839542389
