time_agent_get_action,time_env_step,append_memory,time_train_model,time_one_episode_step,time_publish,data_time,getstate_time,time_setreward,time_one_step
0.000174999237061,0.218047142029,6.91413879395e-06,9.53674316406e-07,0.218258142471,8.20159912109e-05,0.217221021652,0.000653982162476,2.69412994385e-05,0.217996835709
0.000144004821777,0.197979927063,4.05311584473e-06,9.53674316406e-07,0.198166847229,0.000214815139771,0.196890830994,0.000778198242188,2.98023223877e-05,0.197923898697
0.000162839889526,0.199758052826,5.00679016113e-06,1.90734863281e-06,0.199966907501,0.000268936157227,0.198473930359,0.00090503692627,3.31401824951e-05,0.199692964554
0.000187873840332,0.200220108032,4.05311584473e-06,3.09944152832e-06,0.200441837311,0.000123023986816,0.199135065079,0.000878095626831,2.38418579102e-05,0.200174808502
2.50339508057e-05,0.197095155716,7.86781311035e-06,9.53674316406e-07,0.197160959244,5.91278076172e-05,0.196346998215,0.000602006912231,3.00407409668e-05,0.197047948837
2.21729278564e-05,0.197916984558,5.00679016113e-06,4.05311584473e-06,0.19798207283,0.000236988067627,0.19682097435,0.000759840011597,3.50475311279e-05,0.197861909866
4.10079956055e-05,0.208437204361,5.96046447754e-06,9.53674316406e-07,0.208524942398,5.29289245605e-05,0.20725607872,0.00102305412292,3.50475311279e-05,0.208375930786
4.98294830322e-05,0.197997093201,4.05311584473e-06,9.53674316406e-07,0.198077917099,0.000172138214111,0.197139024734,0.000602006912231,2.09808349609e-05,0.197951793671
0.000130891799927,0.20720410347,4.05311584473e-06,1.90734863281e-06,0.207368850708,0.000185012817383,0.206301927567,0.000637054443359,2.50339508057e-05,0.207156181335
2.8133392334e-05,0.198004961014,6.91413879395e-06,9.53674316406e-07,0.198073148727,0.000224113464355,0.196939945221,0.000750064849854,3.00407409668e-05,0.197951078415
2.31266021729e-05,0.19820690155,5.00679016113e-06,1.90734863281e-06,0.198266029358,6.79492950439e-05,0.19713306427,0.000915050506592,2.78949737549e-05,0.198150873184
2.09808349609e-05,0.198318958282,5.96046447754e-06,9.53674316406e-07,0.198369026184,0.000101089477539,0.197494983673,0.000609159469604,3.19480895996e-05,0.198246955872
1.50203704834e-05,0.198427915573,5.00679016113e-06,1.90734863281e-06,0.198485851288,0.000127792358398,0.197103023529,0.00109004974365,3.31401824951e-05,0.198359966278
4.88758087158e-05,0.208281993866,4.05311584473e-06,9.53674316406e-07,0.208359003067,0.000135898590088,0.207579135895,0.000500917434692,1.90734863281e-05,0.208244085312
0.000100135803223,0.197097063065,4.05311584473e-06,9.53674316406e-07,0.197334051132,5.31673431396e-05,0.196455955505,0.000509023666382,2.50339508057e-05,0.197051048279
2.8133392334e-05,0.197307825089,3.81469726562e-06,1.19209289551e-06,0.197386980057,4.41074371338e-05,0.196537017822,0.000649929046631,2.40802764893e-05,0.197262048721
8.70227813721e-05,0.198027849197,5.00679016113e-06,9.53674316406e-07,0.198161125183,9.82284545898e-05,0.196959018707,0.000861883163452,3.40938568115e-05,0.197962999344
0.000180006027222,0.209213018417,5.00679016113e-06,1.90734863281e-06,0.209451913834,0.000128984451294,0.207859992981,0.00111389160156,3.40938568115e-05,0.209146976471
0.000155925750732,0.199275016785,5.00679016113e-06,5.00679016113e-06,0.199477910995,0.00012993812561,0.198176145554,0.000850915908813,4.60147857666e-05,0.19921207428
0.000182151794434,0.198077917099,3.09944152832e-06,1.19209289551e-06,0.198296070099,0.000202894210815,0.197185993195,0.000602960586548,2.38418579102e-05,0.198031902313
1.97887420654e-05,0.197997093201,5.96046447754e-06,7.15255737305e-06,0.198064804077,0.0001540184021,0.196913003922,0.000833988189697,3.21865081787e-05,0.197942018509
2.121925354e-05,0.198387861252,4.05311584473e-06,1.90734863281e-06,0.198449134827,0.000195026397705,0.197056055069,0.00104379653931,3.00407409668e-05,0.198331832886
0.000146865844727,0.199059009552,5.00679016113e-06,2.14576721191e-06,0.199256896973,7.79628753662e-05,0.197876930237,0.000998973846436,3.31401824951e-05,0.198996067047
0.000108003616333,0.19938492775,5.00679016113e-06,1.90734863281e-06,0.199532985687,0.000288963317871,0.197999954224,0.000998973846436,3.00407409668e-05,0.199327945709
3.69548797607e-05,0.209438085556,5.00679016113e-06,1.90734863281e-06,0.209527015686,0.00023889541626,0.208106994629,0.000973224639893,3.981590271e-05,0.209372997284
0.000202894210815,0.199468851089,5.00679016113e-06,5.00679016113e-06,0.199723958969,0.000107049942017,0.198104143143,0.00114488601685,4.00543212891e-05,0.19940495491
