time_agent_get_action,time_env_step,append_memory,time_train_model,time_one_episode_step
3.09944152832e-05,0.0452511310577,4.05311584473e-06,9.53674316406e-07,10.2473831177
0.00325608253479,0.0789070129395,2.86102294922e-06,9.53674316406e-07,10.3295800686
1.38282775879e-05,0.0412080287933,5.00679016113e-06,1.90734863281e-06,10.3708369732
1.4066696167e-05,0.0237219333649,3.81469726562e-06,1.19209289551e-06,10.3946061134
1.4066696167e-05,0.0450968742371,4.05311584473e-06,9.53674316406e-07,10.4397540092
0.00197505950928,0.0685219764709,4.05311584473e-06,1.90734863281e-06,10.5102860928
1.4066696167e-05,0.0453269481659,4.05311584473e-06,9.53674316406e-07,10.5556559563
1.31130218506e-05,0.0339729785919,3.09944152832e-06,9.53674316406e-07,10.5896720886
1.28746032715e-05,0.0336990356445,5.96046447754e-06,9.53674316406e-07,10.6234190464
0.00015115737915,0.0464658737183,4.05311584473e-06,9.53674316406e-07,10.6700680256
1.28746032715e-05,0.118003129959,5.00679016113e-06,9.53674316406e-07,10.788118124
2.69412994385e-05,0.059406042099,4.05311584473e-06,9.53674316406e-07,10.8475899696
1.69277191162e-05,0.0559120178223,4.05311584473e-06,9.53674316406e-07,10.9035520554
1.4066696167e-05,0.0658710002899,3.81469726562e-06,1.19209289551e-06,10.9694681168
1.38282775879e-05,0.0370922088623,3.81469726562e-06,1.19209289551e-06,11.0066051483
1.28746032715e-05,0.0344481468201,3.81469726562e-06,1.19209289551e-06,11.0410981178
1.38282775879e-05,0.0765080451965,3.09944152832e-06,1.90734863281e-06,11.1176521778
2.09808349609e-05,0.0342979431152,5.00679016113e-06,9.53674316406e-07,11.1520111561
1.78813934326e-05,0.0444111824036,4.05311584473e-06,9.53674316406e-07,11.196475029
1.31130218506e-05,0.0338258743286,4.05311584473e-06,9.53674316406e-07,11.2303509712
3.88622283936e-05,0.0381259918213,5.00679016113e-06,2.14576721191e-06,11.2685580254
1.69277191162e-05,0.0350520610809,4.05311584473e-06,9.53674316406e-07,11.3036680222
2.8133392334e-05,0.0779650211334,4.05311584473e-06,9.53674316406e-07,11.3816950321
1.28746032715e-05,0.0645921230316,4.05311584473e-06,9.53674316406e-07,11.4463319778
1.4066696167e-05,0.0437479019165,4.05311584473e-06,9.53674316406e-07,11.4901270866
1.38282775879e-05,0.0336720943451,4.05311584473e-06,9.53674316406e-07,11.5238449574
1.31130218506e-05,0.0338418483734,4.05311584473e-06,9.53674316406e-07,11.5577380657
0.00308704376221,0.0712399482727,3.09944152832e-06,9.53674316406e-07,11.632101059
1.78813934326e-05,0.0652301311493,3.09944152832e-06,0.0,11.6973810196
1.50203704834e-05,0.0336890220642,4.05311584473e-06,9.53674316406e-07,11.7311151028
1.28746032715e-05,0.0443971157074,5.00679016113e-06,9.53674316406e-07,11.7755630016
1.50203704834e-05,0.0339150428772,4.05311584473e-06,9.53674316406e-07,11.8095240593
1.69277191162e-05,0.0448751449585,3.81469726562e-06,1.19209289551e-06,11.8544480801
1.50203704834e-05,0.074294090271,3.81469726562e-06,1.19209289551e-06,11.9287900925
1.78813934326e-05,0.0367300510406,4.05311584473e-06,9.53674316406e-07,11.9655780792
3.21865081787e-05,0.0357348918915,4.05311584473e-06,9.53674316406e-07,12.0013821125
1.50203704834e-05,0.115438938141,4.05311584473e-06,9.53674316406e-07,12.1168730259
1.50203704834e-05,0.0337419509888,4.05311584473e-06,9.53674316406e-07,12.1506609917
1.4066696167e-05,0.0437390804291,2.86102294922e-06,1.19209289551e-06,12.1944451332
1.19209289551e-05,0.0453109741211,5.00679016113e-06,9.53674316406e-07,12.2398080826
1.81198120117e-05,0.0339119434357,4.05311584473e-06,9.53674316406e-07,12.2737760544
1.78813934326e-05,0.0338201522827,2.86102294922e-06,9.53674316406e-07,12.3076500893
1.28746032715e-05,0.0336029529572,4.05311584473e-06,9.53674316406e-07,12.3412959576
1.50203704834e-05,0.0429749488831,4.05311584473e-06,9.53674316406e-07,12.3843159676
1.4066696167e-05,0.0726718902588,2.86102294922e-06,3.09944152832e-06,12.4570400715
1.69277191162e-05,0.0755341053009,5.00679016113e-06,9.53674316406e-07,12.5326330662
1.81198120117e-05,0.0458309650421,3.09944152832e-06,9.53674316406e-07,12.5785160065
1.50203704834e-05,0.0356678962708,4.05311584473e-06,9.53674316406e-07,12.6142351627
1.59740447998e-05,0.0727231502533,4.05311584473e-06,9.53674316406e-07,12.6870110035
1.59740447998e-05,0.0634679794312,4.05311584473e-06,1.19209289551e-06,12.7505331039
2.00271606445e-05,0.0440258979797,4.05311584473e-06,9.53674316406e-07,12.7946350574
1.59740447998e-05,0.0389139652252,3.81469726562e-06,1.19209289551e-06,12.833605051
1.59740447998e-05,0.0352170467377,4.05311584473e-06,9.53674316406e-07,12.868874073
1.38282775879e-05,0.0339901447296,3.09944152832e-06,0.0,12.9029121399
0.00295090675354,0.0847389698029,4.05311584473e-06,9.53674316406e-07,12.9906439781
0.000489950180054,0.032683134079,3.81469726562e-06,1.19209289551e-06,13.0238511562
1.38282775879e-05,0.0337290763855,3.09944152832e-06,9.53674316406e-07,13.057626009
1.62124633789e-05,0.0350539684296,4.05311584473e-06,9.53674316406e-07,13.0927419662
0.00501608848572,0.03444480896,3.81469726562e-06,1.19209289551e-06,13.1322431564
1.59740447998e-05,0.0642960071564,3.81469726562e-06,1.19209289551e-06,13.1965920925
1.4066696167e-05,0.0781009197235,3.81469726562e-06,9.53674316406e-07,13.2747421265
1.38282775879e-05,0.033919095993,3.09944152832e-06,9.53674316406e-07,13.3087069988
1.28746032715e-05,0.0806519985199,2.86102294922e-06,1.19209289551e-06,13.3894031048
1.28746032715e-05,0.0338711738586,3.81469726562e-06,0.574431180954,13.9977591038
1.69277191162e-05,0.0546810626984,3.09944152832e-06,0.0596840381622,14.112183094
1.69277191162e-05,0.0737819671631,4.05311584473e-06,0.0545110702515,14.2405471802
1.81198120117e-05,0.0650780200958,3.81469726562e-06,0.0622591972351,14.3679471016
1.50203704834e-05,0.0240409374237,4.05311584473e-06,0.0480489730835,14.4400930405
1.4066696167e-05,0.0707778930664,4.05311584473e-06,0.0483400821686,14.5592651367
1.4066696167e-05,0.0744879245758,7.86781311035e-06,0.0518910884857,14.6857030392
1.38282775879e-05,0.0678360462189,3.09944152832e-06,0.0628430843353,14.8164360523
1.78813934326e-05,0.0716211795807,5.00679016113e-06,0.0571389198303,14.9452531338
1.31130218506e-05,0.0489330291748,3.81469726562e-06,0.0505149364471,15.0447561741
1.59740447998e-05,0.0748779773712,4.05311584473e-06,0.0637578964233,15.1834499836
1.4066696167e-05,0.0648808479309,4.05311584473e-06,0.0598011016846,15.3081851006
1.31130218506e-05,0.0704700946808,2.86102294922e-06,0.092677116394,15.4713830948
1.4066696167e-05,0.0581469535828,4.05311584473e-06,0.0660700798035,15.5956521034
1.4066696167e-05,0.028470993042,4.05311584473e-06,0.0545790195465,15.6787550449
1.4066696167e-05,0.0744831562042,2.86102294922e-06,0.052314043045,15.8056030273
1.38282775879e-05,0.0678331851959,3.81469726562e-06,0.0620121955872,15.935500145
0.00134706497192,0.0799629688263,5.00679016113e-06,0.0502700805664,0.242816925049
1.90734863281e-05,0.0684349536896,3.09944152832e-06,0.0542030334473,0.365521907806
1.50203704834e-05,0.0413739681244,4.05311584473e-06,0.0581789016724,0.465130090714
2.09808349609e-05,0.054536819458,4.05311584473e-06,0.061882019043,0.581614971161
1.47819519043e-05,0.0645852088928,2.86102294922e-06,0.0598089694977,0.70606303215
1.62124633789e-05,0.0602688789368,3.09944152832e-06,0.0979609489441,0.864347934723
1.28746032715e-05,0.0572240352631,5.00679016113e-06,0.0598258972168,0.981455087662
1.50203704834e-05,0.055114030838,5.00679016113e-06,0.0542099475861,1.09083485603
1.50203704834e-05,0.0642549991608,5.00679016113e-06,0.053731918335,1.20887899399
1.50203704834e-05,0.0657320022583,5.00679016113e-06,0.051265001297,1.32593488693
1.59740447998e-05,0.0444660186768,4.05311584473e-06,0.0601110458374,1.43057203293
0.000115871429443,0.0679039955139,4.05311584473e-06,0.10338807106,1.60203790665
1.71661376953e-05,0.0549550056458,5.00679016113e-06,0.0530669689178,1.71012091637
