time_agent_get_action,time_env_step,append_memory,time_train_model,time_one_episode_step,time_publish,data_time,getstate_time,time_setreward,time_one_step
9.70363616943e-05,0.21543097496,3.81469726562e-06,1.19209289551e-06,0.215550899506,6.50882720947e-05,0.214940786362,0.000369071960449,1.59740447998e-05,0.215395927429
1.38282775879e-05,0.195469141006,4.05311584473e-06,9.53674316406e-07,0.195511817932,6.103515625e-05,0.194790124893,0.000556945800781,2.09808349609e-05,0.19543504715
0.000112771987915,0.206943035126,3.09944152832e-06,2.86102294922e-06,0.207081794739,8.9168548584e-05,0.206244945526,0.000550985336304,2.19345092773e-05,0.206910848618
1.62124633789e-05,0.195877790451,4.05311584473e-06,9.53674316406e-07,0.195921182632,4.10079956055e-05,0.195173978806,0.000602960586548,1.71661376953e-05,0.195842981339
9.17911529541e-05,0.196468114853,7.15255737305e-06,1.90734863281e-06,0.196604013443,4.79221343994e-05,0.195153951645,0.00115203857422,3.19480895996e-05,0.196391820908
2.71797180176e-05,0.250981807709,4.05311584473e-06,9.53674316406e-07,0.251131057739,0.000226974487305,0.250117063522,0.000571012496948,2.19345092773e-05,0.250946998596
2.98023223877e-05,0.185657978058,2.86102294922e-06,1.19209289551e-06,0.185710906982,5.41210174561e-05,0.185167074203,0.000377893447876,1.50203704834e-05,0.185622930527
1.4066696167e-05,0.206079006195,4.05311584473e-06,9.53674316406e-07,0.206117153168,6.103515625e-05,0.205532073975,0.000433921813965,1.69277191162e-05,0.206050157547
1.62124633789e-05,0.195374011993,3.81469726562e-06,9.53674316406e-07,0.195412158966,0.00010085105896,0.194840908051,0.00037407875061,1.69277191162e-05,0.195339918137
1.47819519043e-05,0.205318212509,2.86102294922e-06,9.53674316406e-07,0.205363988876,6.19888305664e-05,0.204811096191,0.000389099121094,1.78813934326e-05,0.205285072327
0.000100135803223,0.195736885071,5.00679016113e-06,9.53674316406e-07,0.195863962173,5.50746917725e-05,0.195155858994,0.000465154647827,1.8835067749e-05,0.19570183754
2.69412994385e-05,0.206460952759,5.00679016113e-06,4.05311584473e-06,0.206522941589,3.88622283936e-05,0.205384016037,0.000960111618042,2.09808349609e-05,0.206408977509
2.09808349609e-05,0.196603059769,3.81469726562e-06,9.53674316406e-07,0.196762084961,6.69956207275e-05,0.195944070816,0.000529050827026,2.00271606445e-05,0.196567058563
0.000118970870972,0.195413827896,4.05311584473e-06,1.19209289551e-06,0.195559024811,6.89029693604e-05,0.194911003113,0.000373125076294,1.78813934326e-05,0.195377826691
1.59740447998e-05,0.20582318306,3.81469726562e-06,1.19209289551e-06,0.205864906311,0.000107049942017,0.205138921738,0.000518083572388,1.59740447998e-05,0.205788850784
8.98838043213e-05,0.195491075516,2.86102294922e-06,1.19209289551e-06,0.195626974106,6.50882720947e-05,0.194881916046,0.000486135482788,1.78813934326e-05,0.195456027985
2.38418579102e-05,0.205415010452,2.86102294922e-06,9.53674316406e-07,0.205466985703,4.00543212891e-05,0.204871892929,0.000445127487183,1.90734863281e-05,0.20538020134
9.29832458496e-05,0.195311784744,5.00679016113e-06,1.19209289551e-06,0.195431947708,5.19752502441e-05,0.194762945175,0.000439167022705,1.78813934326e-05,0.195277929306
9.79900360107e-05,0.205725193024,3.81469726562e-06,1.19209289551e-06,0.205850124359,7.79628753662e-05,0.205199956894,0.00039005279541,1.50203704834e-05,0.205690860748
1.71661376953e-05,0.195322036743,2.86102294922e-06,1.19209289551e-06,0.195368051529,0.000109910964966,0.194653987885,0.000497102737427,1.78813934326e-05,0.195288896561
2.38418579102e-05,0.205374002457,3.09944152832e-06,9.53674316406e-07,0.205419778824,4.10079956055e-05,0.204886198044,0.000392913818359,1.59740447998e-05,0.205341100693
1.28746032715e-05,0.195385932922,4.05311584473e-06,9.53674316406e-07,0.195425987244,5.50746917725e-05,0.194849014282,0.000426054000854,1.78813934326e-05,0.195351839066
6.69956207275e-05,0.205348014832,6.19888305664e-06,9.53674316406e-07,0.205446004868,5.88893890381e-05,0.204694986343,0.000531911849976,2.121925354e-05,0.205312013626
0.000105142593384,0.196541070938,5.96046447754e-06,1.90734863281e-06,0.19668507576,8.10623168945e-05,0.195510149002,0.000844955444336,3.19480895996e-05,0.196475982666
0.000102996826172,0.196089982986,4.05311584473e-06,9.53674316406e-07,0.196222066879,0.000123977661133,0.195442914963,0.000458955764771,2.121925354e-05,0.196055173874
2.31266021729e-05,0.205626964569,4.05311584473e-06,9.53674316406e-07,0.205672979355,4.00543212891e-05,0.20506310463,0.000466823577881,1.71661376953e-05,0.205593109131
1.50203704834e-05,0.195274114609,5.00679016113e-06,9.53674316406e-07,0.195320129395,3.60012054443e-05,0.194791078568,0.000387907028198,2.19345092773e-05,0.195240974426
1.69277191162e-05,0.206128120422,5.96046447754e-06,9.53674316406e-07,0.206191062927,6.98566436768e-05,0.205166101456,0.000786066055298,3.2901763916e-05,0.206061840057
0.000112056732178,0.195982933044,3.09944152832e-06,9.53674316406e-07,0.19611787796,6.5803527832e-05,0.19548201561,0.000375032424927,1.50203704834e-05,0.195946931839
1.50203704834e-05,0.195999860764,8.10623168945e-06,9.53674316406e-07,0.196054935455,3.60012054443e-05,0.195213079453,0.000663042068481,2.78949737549e-05,0.19594502449
0.000108003616333,0.205973148346,3.81469726562e-06,1.19209289551e-06,0.206109046936,6.79492950439e-05,0.205420970917,0.00042200088501,1.81198120117e-05,0.205937862396
0.00010085105896,0.195694208145,3.81469726562e-06,1.19209289551e-06,0.195821046829,8.29696655273e-05,0.195126056671,0.000411987304688,1.78813934326e-05,0.195646047592
9.79900360107e-05,0.205704927444,5.00679016113e-06,9.53674316406e-07,0.205828905106,7.39097595215e-05,0.205181837082,0.00039005279541,1.81198120117e-05,0.205671072006
8.70227813721e-05,0.196324825287,4.05311584473e-06,9.53674316406e-07,0.196439981461,6.41345977783e-05,0.195778846741,0.000426054000854,1.90734863281e-05,0.196295022964
0.000104904174805,0.205800056458,4.05311584473e-06,1.19209289551e-06,0.205934047699,6.41345977783e-05,0.2053129673,0.000361919403076,1.78813934326e-05,0.205764055252
1.90734863281e-05,0.197665929794,3.09944152832e-06,0.0,0.19771695137,6.60419464111e-05,0.197045087814,0.000494003295898,1.8835067749e-05,0.197628974915
1.50203704834e-05,0.196821928024,5.96046447754e-06,2.14576721191e-06,0.196883916855,3.69548797607e-05,0.195589065552,0.00107002258301,3.60012054443e-05,0.196739912033
9.89437103271e-05,0.196678161621,2.86102294922e-06,9.53674316406e-07,0.196801900864,6.69956207275e-05,0.196149110794,0.000397920608521,1.90734863281e-05,0.196640968323
0.000100135803223,0.206363916397,5.00679016113e-06,1.90734863281e-06,0.206505060196,6.79492950439e-05,0.2053129673,0.000878095626831,3.19480895996e-05,0.206297159195
4.19616699219e-05,0.195724010468,2.86102294922e-06,9.53674316406e-07,0.195792913437,7.70092010498e-05,0.1951379776,0.000447034835815,1.78813934326e-05,0.195688009262
