Odom_X,Odom_Y,Map_X,Map_Y,Odom_YAW,Map_YAW
0.0129513638094,0.00637073349208,0.000200043254268,-0.001044283802,0.461982500925,0.378158277395
0.0270797219127,0.0134301548824,0.00107364995128,-0.00069569701117,0.466060402645,0.380150210719
0.038811840117,0.0193393342197,0.0122910664994,0.00157298917211,0.46647665721,0.320001595977
0.0491686686873,0.0245467685163,0.0213614956074,0.00458309043304,0.466132660104,0.321002096445
0.0632451996207,0.0316530019045,0.0356510168915,0.00937557008545,0.468388558861,0.325139320265
0.0728676766157,0.036517880857,0.04823992456,0.0152038002583,0.467496873366,0.314178141443
0.086437933147,0.0433913469315,0.0577536540894,0.0183035251063,0.471134201394,0.315911593577
0.0959717929363,0.0482629984617,0.0671205501114,0.0213697404729,0.472464087015,0.316832355016
0.108570441604,0.0547018684447,0.063629293815,0.0212795475155,0.473690743841,0.307079883045
0.120914272964,0.0610275119543,0.0779403881713,0.0258499587484,0.473530996572,0.311715401557
0.135018602014,0.0683019459248,0.0936388814886,0.0235300248479,0.479093805712,0.308619046455
0.148482069373,0.0753277540207,0.107873892921,0.0280794406727,0.482792620215,0.309519467655
0.160688698292,0.0817528292537,0.129434728637,0.0407922341253,0.485531570746,0.314093639131
0.169996798038,0.0866746231914,0.143682010666,0.0454554101936,0.487683791313,0.318045580014
0.180748060346,0.0923866555095,0.153192020018,0.0486022372294,0.489123576472,0.320956506441
0.194817811251,0.09989053756,0.164604896944,0.0524069088536,0.49129270795,0.322464802221
0.208416581154,0.107201613486,0.176974333902,0.0565596277564,0.493070134035,0.324865369743
0.218135520816,0.112428814173,0.187859095956,0.0625873672108,0.494501363229,0.307772697186
0.228559449315,0.118055135012,0.200697475935,0.0666866237144,0.495485547683,0.311034071944
0.238106235862,0.123228251934,0.210187891799,0.0697448726107,0.497657553594,0.311019567922
0.252508968115,0.131074547768,0.224684199299,0.0744167919122,0.501396416635,0.312907924789
0.264929145575,0.137904003263,0.235063803762,0.0984219035438,0.505091429168,0.308013641501
0.274299561977,0.143083021045,0.244397689018,0.101398058834,0.504444580985,0.308907526699
0.287216663361,0.15021687746,0.254007558881,0.104482723125,0.505716334007,0.312455401889
0.298837929964,0.15666039288,0.268468319218,0.1091784064,0.507572668237,0.316293345214
0.310640364885,0.163246914744,0.282688791314,0.113825359453,0.511129131178,0.31544122298
0.322443515062,0.169883951545,0.298334402909,0.120689847101,0.513530261623,0.311574219761
0.331280767918,0.174875631928,0.312641426676,0.125309272194,0.514634857889,0.313691752491
0.342249959707,0.1810849756,0.322269132461,0.128445268866,0.515509616757,0.316526198419
0.355743318796,0.188743859529,0.336686017329,0.133190212623,0.516868099636,0.319357790118
0.367636531591,0.195529982448,0.350745691571,0.13785373756,0.519749665439,0.320928953625
0.380469888449,0.202915370464,0.36667089184,0.111413386725,0.524932621759,0.306612827207
0.392512470484,0.209898710251,0.380994802555,0.115963332923,0.525058295705,0.308964182106
0.406824022532,0.218216598034,0.400013343891,0.122084146511,0.526869783203,0.314565811993
0.417297959328,0.224322676659,0.414170960985,0.126708537951,0.528383246052,0.315547483072
0.434830665588,0.234603151679,0.444989587127,0.118056625749,0.532538621855,0.308010608314
0.447779923677,0.242242127657,0.461789119715,0.123419065666,0.534978121398,0.310054493117
0.460482120514,0.249801531434,0.476281132294,0.128083806084,0.537822462241,0.31309904647
0.47474488616,0.258302092552,0.47772935087,0.136914956599,0.5387616125,0.306489947359
0.488958954811,0.266834795475,0.491925638345,0.141439653546,0.541068333796,0.310210850424
0.501101613045,0.274146229029,0.506042188773,0.145955428707,0.544423352324,0.309813472859
0.516584515572,0.283564507961,0.523458566131,0.144336224546,0.548106184494,0.309064317124
0.521588563919,0.286637127399,0.537589505848,0.14889128449,0.554159624727,0.314176119013
0.521631598473,0.286663800478,0.550540749254,0.153119175185,0.556856179038,0.317496383261
0.521631598473,0.286663800478,0.554768605534,0.154516270001,0.559285138872,0.322791279034
0.521631598473,0.286663800478,0.56446026278,0.153234252956,0.561924706148,0.310054941784
0.521631598473,0.286663770676,0.56446026278,0.153234252956,0.565531738584,0.312481545704
0.521631598473,0.286663770676,0.564460438567,0.1532343104,0.566767457676,0.314935299883
0.521631598473,0.286663770676,0.564484312227,0.153242111939,0.568571833383,0.31670597035
0.521631598473,0.286663740873,0.564460255493,0.153234224058,0.571368957673,0.318417790226
0.521652877331,0.286677449942,0.582633567949,0.17846297573,0.574758086139,0.314193823511
0.521652877331,0.286677449942,0.582615955183,0.178457221837,0.575799911384,0.316758308921
0.521631658077,0.286663651466,0.582622610123,0.178459398154,0.578628571318,0.319826123525
